name,station,owner,duid,connection_id,connection_voltage,generator_classification,market_generator,schedule_type,updated_on,position,region,fuel_source_primary,fuel_source_secondary,tech_type_primary,tech_type_secondary,marker_type,reg_cap,max_cap,mlf_11,mlf_12,mlf_13,mlf_14,mlf_15,mlf_16,mlf_17,mlf_18,mlf_19,mlf_20
Gladstone PS,G/STONE,CS Energy Limited,GSTONE3,QGLD3,132,GENERATOR - SLOW,Yes,SCHEDULED,26/3/15,"{""lat"":-23.84958074122402,""lng"":151.22027197780037}",QLD,Coal,Black Coal,Combustion,Steam Sub-Critical,Coal,280,285,0.9786,0.9612,0.9885,0.9761,0.9777,0.9855,0.9603,0.9402,0.9206, 0.9194 
Gladstone PS,G/STONE,CS Energy Limited,GSTONE4,QGLD4,132,GENERATOR - SLOW,Yes,SCHEDULED,26/3/15,"{""lat"":-23.84958074122402,""lng"":151.22027197780037}",QLD,Coal,Black Coal,Combustion,Steam Sub-Critical,Coal,280,285,0.9786,0.9612,0.9885,0.9761,0.9777,0.9855,0.9603,0.9402,0.9206, 0.9194 
Gladstone PS,G/STONE,CS Energy Limited,GSTONE5,QGLD5,275,GENERATOR - SLOW,Yes,SCHEDULED,26/3/15,"{""lat"":-23.84958074122402,""lng"":151.22027197780037}",QLD,Coal,Black Coal,Combustion,Steam Sub-Critical,Coal,280,285,0.9818,0.9631,0.9919,0.9821,0.9807,0.9868,0.9662,0.9431,0.924, 0.9214 
Gladstone PS,G/STONE,CS Energy Limited,GSTONE6,QGLD6,275,GENERATOR - SLOW,Yes,SCHEDULED,26/3/15,"{""lat"":-23.84958074122402,""lng"":151.22027197780037}",QLD,Coal,Black Coal,Combustion,Steam Sub-Critical,Coal,280,285,0.9818,0.9631,0.9919,0.9821,0.9807,0.9868,0.9662,0.9431,0.924, 0.9214 
Callide A PS,CALLIDE,CS Energy Limited,CALL_A_1,QCAB1,275,GENERATOR - SLOW,Yes,SCHEDULED,26/3/15,"{""lat"":-24.332990029702867,""lng"":150.62770533319224}",QLD,Coal,Black Coal,Combustion,Steam Sub-Critical,Coal,350,385,,,,,,,,,,
Callide A PS,CALLIDE,CS Energy Limited,CALL_A_2,QCAB2,275,GENERATOR - SLOW,Yes,SCHEDULED,26/3/15,"{""lat"":-24.332990029702867,""lng"":150.62770533319224}",QLD,Coal,Black Coal,Combustion,Steam Sub-Critical,Coal,350,385,0.9682,0.9302,,,,,,,,
Callide B  PS,CALLIDE,CS Energy Limited,CALL_B_1,QCAB1,275,GENERATOR - SLOW,Yes,SCHEDULED,26/3/15,"{""lat"":-24.342227149864886,""lng"":150.61990840365792}",QLD,Coal,Black Coal,Combustion,Steam Sub-Critical,Coal,350,385,0.9434,0.9285,0.9471,0.9527,0.9525,0.9671,0.9456,0.9235,0.9069, 0.9042 
Callide B  PS,CALLIDE,CS Energy Limited,CALL_B_2,QCAB2,275,GENERATOR - SLOW,Yes,SCHEDULED,26/3/15,"{""lat"":-24.342227149864886,""lng"":150.61990840365792}",QLD,Coal,Black Coal,Combustion,Steam Sub-Critical,Coal,350,385,0.9434,0.9285,0.9471,0.9527,0.9525,0.9671,0.9456,0.9235,0.9069, 0.9042 
Callide C PS,CALLIDEC,Callide Power Trading Pty Limited,CPP_3,QCAC3,275,GENERATOR - SLOW,Yes,SCHEDULED,26/3/15,"{""lat"":-24.342227149864886,""lng"":150.61990840365792}",QLD,Coal,Black Coal,Combustion,Steam Super Critical,Coal,420,500,0.9452,0.9269,0.9476,0.9515,0.9525,0.9648,0.941,0.9211,0.908, 0.9017 
Callide C PS,CALLIDEC,Callide Power Trading Pty Limited,CPP_4,QCAC4,275,GENERATOR - SLOW,Yes,SCHEDULED,26/3/15,"{""lat"":-24.342227149864886,""lng"":150.61990840365792}",QLD,Coal,Black Coal,Combustion,Steam Super Critical,Coal,420,500,0.9452,0.9269,0.9476,0.9515,0.9525,0.9648,0.941,0.9211,0.908, 0.9017 
Roma PS,ROMA,Origin Energy Electricity Limited,ROMA_7,QRMA7,132,GENERATOR - FAST,Yes,SCHEDULED,26/3/15,"{""lat"":-26.577610229072803,""lng"":148.8383100050664}",QLD,Gas,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),Gas,40,42,0.9654,0.9633,0.864,0.9347,0.9404,0.9591,0.9629,0.9623,0.9729, 0.9779 
Roma PS,ROMA,Origin Energy Electricity Limited,ROMA_8,QRMA8,132,GENERATOR - FAST,Yes,SCHEDULED,26/3/15,"{""lat"":-26.577610229072803,""lng"":148.8383100050664}",QLD,Gas,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),Gas,40,42,0.9654,0.9633,0.864,0.9347,0.9404,0.9591,0.9629,0.9623,0.9729, 0.9779 
Condamine PS,CPSA,QGC Sales Qld Pty Ltd,CPSA,QCND1C,132,GENERATOR - SLOW,Yes,SCHEDULED,26/3/15,"{""lat"":-26.666902390638963,""lng"":150.26904657461364}",QLD,Gas,Natural Gas,Combustion,Combined Cycle Gas Turbine (CCGT),Gas,144,144,0.9651,0.9625,0.8895,0.9543,0.9519,0.9642,0.9685,0.9688,0.9882, 0.9909 
Tarong Nth PS,TARONGN,Stanwell Corporation Limited,TNPS1,QTNT,275,GENERATOR - SLOW,Yes,SCHEDULED,26/3/15,"{""lat"":-26.77466879252915,""lng"":151.91809717112176}",QLD,Coal,Black Coal,Combustion,Steam Super Critical,Coal,443,480,0.968,0.9652,0.9633,0.9692,0.9678,0.9707,0.9678,0.9713,0.9755, 0.9746 
Tarong PS,TARONG,Stanwell Corporation Limited,TARONG#1,QTRN1,275,GENERATOR - SLOW,Yes,SCHEDULED,26/3/15,"{""lat"":-26.783905912691168,""lng"":151.91809717112176}",QLD,Coal,Black Coal,Combustion,Steam Sub-Critical,Coal,350,385,0.9679,0.9655,0.9631,0.9697,0.9677,0.9708,0.9686,0.9712,0.9752, 0.9749 
Tarong PS,TARONG,Stanwell Corporation Limited,TARONG#2,QTRN2,275,GENERATOR - SLOW,Yes,SCHEDULED,26/3/15,"{""lat"":-26.783905912691168,""lng"":151.91809717112176}",QLD,Coal,Black Coal,Combustion,Steam Sub-Critical,Coal,350,385,0.9679,0.9655,0.9631,0.9697,0.9677,0.9708,0.9686,0.9712,0.9752, 0.9749 
Tarong PS,TARONG,Stanwell Corporation Limited,TARONG#3,QTRN3,275,GENERATOR - SLOW,Yes,SCHEDULED,26/3/15,"{""lat"":-26.783905912691168,""lng"":151.91809717112176}",QLD,Coal,Black Coal,Combustion,Steam Sub-Critical,Coal,350,385,0.9679,0.9655,0.9631,0.9697,0.9677,0.9708,0.9686,0.9712,0.9752, 0.9749 
Tarong PS,TARONG,Stanwell Corporation Limited,TARONG#4,QTRN4,275,GENERATOR - SLOW,Yes,SCHEDULED,26/3/15,"{""lat"":-26.783905912691168,""lng"":151.91809717112176}",QLD,Coal,Black Coal,Combustion,Steam Sub-Critical,Coal,350,385,0.9679,0.9655,0.9631,0.9697,0.9677,0.9708,0.9686,0.9712,0.9752, 0.9749 
Kogan Ck PS,KOGANCK,CS Energy Limited,KPP_1,QBRA4K,275,GENERATOR - SLOW,Yes,SCHEDULED,26/3/15,"{""lat"":-26.9163046350134,""lng"":150.74855774097415}",QLD,Coal,Black Coal,Combustion,Steam Super Critical,Coal,744,781,0.9429,0.9415,0.9464,0.9516,0.9493,0.9582,0.9588,0.9635,0.9743, 0.9715 
Braemar PS,BRAEMARA,Braemar Power Project Pty Ltd,BRAEMAR1,QBRA1,275,GENERATOR - FAST,Yes,SCHEDULED,26/3/15,"{""lat"":-27.11028415841574,""lng"":150.90839479642767}",QLD,Gas,Coal Seam Methane,Combustion,Open Cycle Gas turbines (OCGT),Gas,168,173,0.9429,0.9415,0.9471,0.9533,0.948,0.9567,0.9549,0.9607,0.9709, 0.9706 
Braemar PS,BRAEMARA,Braemar Power Project Pty Ltd,BRAEMAR2,QBRA2,275,GENERATOR - FAST,Yes,SCHEDULED,26/3/15,"{""lat"":-27.11028415841574,""lng"":150.90839479642767}",QLD,Gas,Coal Seam Methane,Combustion,Open Cycle Gas turbines (OCGT),Gas,168,173,0.9429,0.9415,0.9471,0.9533,0.948,0.9567,0.9549,0.9607,0.9709, 0.9706 
Braemar PS,BRAEMARA,Braemar Power Project Pty Ltd,BRAEMAR3,QBRA3,275,GENERATOR - FAST,Yes,SCHEDULED,26/3/15,"{""lat"":-27.11028415841574,""lng"":150.90839479642767}",QLD,Gas,Coal Seam Methane,Combustion,Open Cycle Gas turbines (OCGT),Gas,168,173,0.9429,0.9415,0.9471,0.9533,0.948,0.9567,0.9549,0.9607,0.9709, 0.9706 
Braemar 2 PS,B2PS,Newgen Braemar 2 Partnership,BRAEMAR5,QBRA5B,275,GENERATOR - FAST,Yes,SCHEDULED,26/3/15,"{""lat"":-27.11028415841574,""lng"":150.90839479642767}",QLD,Gas,Coal Seam Methane,Combustion,Open Cycle Gas turbines (OCGT),Gas,173,173,0.9429,0.9415,0.9471,0.9533,0.948,0.9567,0.9549,0.9607,0.9709, 0.9706 
Braemar 2 PS,B2PS,Newgen Braemar 2 Partnership,BRAEMAR6,QBRA6B,275,GENERATOR - FAST,Yes,SCHEDULED,26/3/15,"{""lat"":-27.11028415841574,""lng"":150.90839479642767}",QLD,Gas,Coal Seam Methane,Combustion,Open Cycle Gas turbines (OCGT),Gas,173,173,0.9429,0.9415,0.9471,0.9533,0.948,0.9567,0.9549,0.9607,0.9709, 0.9706 
Braemar 2 PS,B2PS,Newgen Braemar 2 Partnership,BRAEMAR7,QBRA7B,275,GENERATOR - FAST,Yes,SCHEDULED,26/3/15,"{""lat"":-27.11028415841574,""lng"":150.90839479642767}",QLD,Gas,Coal Seam Methane,Combustion,Open Cycle Gas turbines (OCGT),Gas,173,173,0.9429,0.9415,0.9471,0.9533,0.948,0.9567,0.9549,0.9607,0.9709, 0.9706 
Darling Downs Power Station,DDPS1,Origin Energy Electricity Limited,DDPS1,QBRA8D,275,GENERATOR - SLOW,Yes,SCHEDULED,26/3/15,"{""lat"":-27.11644223852375,""lng"":150.8966994021262}",QLD,Gas,Natural Gas,Combustion,Combined Cycle Gas Turbine (CCGT),Gas,644,663,0.9429,0.9415,0.9471,0.9533,0.948,0.9567,0.9549,0.9607,0.9709, 0.9706 
Daandine PS,DAANDINE,Origin Energy Electricity Limited,DAANDINE,QTKM1,33,GENERATOR - NOT DISPATCHED,Yes,NON-SCHEDULED,26/3/15,"{""lat"":-27.085651837983697,""lng"":150.9434809793321}",QLD,Gas,Coal Seam Methane,Combustion,Compression Reciprocating Engine,Gas,33,33,0.9725,0.9756,0.9468,0.9673,0.9702,0.9747,0.9717,0.9816,0.9867, 0.9849 
Oakey PS,OAKEY,ERM Power Retail Pty Ltd,OAKEY1,QOKY1,110,GENERATOR - FAST,Yes,SCHEDULED,26/3/15,"{""lat"":-27.41818816381628,""lng"":151.68029082032507}",QLD,Gas,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),Gas,141,171,0.9433,0.9384,0.9395,0.9472,0.9519,0.9498,0.942,0.9667,0.9562, 0.9589 
Oakey PS,OAKEY,ERM Power Retail Pty Ltd,OAKEY2,QOKY2,110,GENERATOR - FAST,Yes,SCHEDULED,26/3/15,"{""lat"":-27.41818816381628,""lng"":151.68029082032507}",QLD,Gas,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),Gas,141,171,0.9433,0.9384,0.9395,0.9472,0.9519,0.9498,0.942,0.9667,0.9562, 0.9589 
Wivenhoe PS,WIVENHOE,CS Energy Limited,W/HOE#1,QWIV1,275,GENERATOR - FAST,Yes,SCHEDULED,26/3/15,"{""lat"":-27.3720025630062,""lng"":152.63151622351182}",QLD,Hydro,Water,Renewable,Hydro - pump storage,Hydro,250,312,0.9883,0.9909,0.9871,0.9888,0.9891,0.9895,0.9902,0.9935,0.9939, 0.9936 
Wivenhoe PS,WIVENHOE,CS Energy Limited,W/HOE#2,QWIV2,275,GENERATOR - FAST,Yes,SCHEDULED,26/3/15,"{""lat"":-27.3720025630062,""lng"":152.63151622351182}",QLD,Hydro,Water,Renewable,Hydro - pump storage,Hydro,250,312,0.9883,0.9909,0.9871,0.9888,0.9891,0.9895,0.9902,0.9935,0.9939, 0.9936 
Swanbank E PS,SWANBANK,Stanwell Corporation Limited,SWAN_E,QSWE,275,GENERATOR - SLOW,Yes,SCHEDULED,26/3/15,"{""lat"":-27.655274247974695,""lng"":152.81864253233542}",QLD,Gas,Natural Gas,Combustion,Combined Cycle Gas Turbine (CCGT),Gas,385,385,0.999,0.9991,0.9963,0.9963,0.9934,0.9972,0.9984,1.0019,1.0009, 1.0011 
Millmerran PS,MILLMERN,Millmerran Energy Trader Pty Ltd,MPP_1,QBCK1,330,GENERATOR - SLOW,Yes,SCHEDULED,26/3/15,"{""lat"":-27.963178253375233,""lng"":151.2826474140749}",QLD,Coal,Black Coal,Combustion,Steam Super Critical,Coal,426,450,0.962,0.96,0.9578,0.9612,0.9532,0.9612,0.9642,0.9737,0.9812, 0.9799 
Millmerran PS,MILLMERN,Millmerran Energy Trader Pty Ltd,MPP_2,QBCK2,330,GENERATOR - SLOW,Yes,SCHEDULED,26/3/15,"{""lat"":-27.963178253375233,""lng"":151.2826474140749}",QLD,Coal,Black Coal,Combustion,Steam Super Critical,Coal,426,450,0.962,0.96,0.9578,0.9612,0.9532,0.9612,0.9642,0.9737,0.9812, 0.9799 
Valley Power Gas PS (VPGS),VPGS,Snowy Hydro Limited,VPGS2,VLYP7,500,GENERATOR - FAST,Yes,SCHEDULED,26/3/15,"{""lat"":-38.25333011386128,""lng"":146.58889583441584}",VIC,Gas,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),Gas,50,60,,,,,0.9704,0.9742,0.9723,0.9801,0.9798, 0.9754 
Valley Power Gas PS (VPGS),VPGS,Snowy Hydro Limited,VPGS3,VLYP7,500,GENERATOR - FAST,Yes,SCHEDULED,26/3/15,"{""lat"":-38.25333011386128,""lng"":146.58889583441584}",VIC,Gas,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),Gas,50,60,,,,,0.9704,0.9742,0.9723,0.9801,0.9798, 0.9754 
Valley Power Gas PS (VPGS),VPGS,Snowy Hydro Limited,VPGS4,VLYP7,500,GENERATOR - FAST,Yes,SCHEDULED,26/3/15,"{""lat"":-38.25333011386128,""lng"":146.58889583441584}",VIC,Gas,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),Gas,50,60,,,,,0.9704,0.9742,0.9723,0.9801,0.9798, 0.9754 
Valley Power Gas PS (VPGS),VPGS,Snowy Hydro Limited,VPGS5,VLYP7,500,GENERATOR - FAST,Yes,SCHEDULED,26/3/15,"{""lat"":-38.25333011386128,""lng"":146.58889583441584}",VIC,Gas,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),Gas,50,60,,,,,0.9704,0.9742,0.9723,0.9801,0.9798, 0.9754 
Valley Power Gas PS (VPGS),VPGS,Snowy Hydro Limited,VPGS6,VLYP7,500,GENERATOR - FAST,Yes,SCHEDULED,26/3/15,"{""lat"":-38.25333011386128,""lng"":146.58889583441584}",VIC,Gas,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),Gas,50,60,,,,,0.9704,0.9742,0.9723,0.9801,0.9798, 0.9754 
Angaston Power Station,ANGAST,Snowy Hydro Limited,ANGAST1,SDRN1,33,,Yes,SCHEDULED,14/4/19,"{""lat"":-34.503694,""lng"":139.023813}",SA,Diesel,Diesel,Combustion,Compression Reciprocating Engine,Diesel,50,50,,,,,,,1.0042,1.0121,1.0087, 0.9493 
Ararat Wind Farm,ARWF,Ararat Wind Farm Pty Ltd,ARWF1,VART1A,220,,Yes,NON-SCHEDULED,14/4/19,"{""lat"":-37.261504,""lng"":143.078596}",VIC,Wind,Wind,Renewable,Wind - Onshore,Wind,240,240,,,,,,,1.0299,1.0019,0.9691, 0.9030 
Banimboola Power Station,BAPS,AGL Hydro Partnership,BAPS,VDPS2,220,,Yes,NON-SCHEDULED,14/4/19,"{""lat"":-36.534056,""lng"":147.459795}",VIC,Hydro,Water,Renewable,Hydro - Gravity,Hydro,12.85,13,1.0271,1.0151,0.9885,0.9834,1.0097,1.0004,0.9812,0.9372,0.9249, 0.9472 
Barcaldine Solar Farm,BARCSF,Diamond Energy Pty Ltd,BARCSF1,QLLV1B,132,,Yes,NON-SCHEDULED,14/4/19,"{""lat"":-23.538830,""lng"":145.273078}",QLD,Solar,Solar,Renewable,Photovoltaic Tracking Flat Panel,Solar,20,20,,,,,,,1.0107,0.9715,0.8934, 0.8729 
Bell Bay Diesel Generator,BBDISEL,,BBDISEL1,TFA11,220,,Yes,NON-SCHEDULED,14/4/19,"{""lat"":-41.133624,""lng"":146.857710}",TAS,Diesel,Diesel,Combustion,Compression Reciprocating Engine,Diesel,75,75,,,,,,,,,,
Broadwater Power Station Units 1 and 2,BWTR,Cape Byron Management Pty Ltd,BWTR1,TBG11,110,,Yes,NON-SCHEDULED,14/4/19,"{""lat"":-29.010916,""lng"":153.433765}",NSW,Biomass,Bagasse,Combustion,Steam Sub-Critical,Biomass,38,38,0.9397,0.943,0.9836,1.0217,1.1047,1.0268,0.9661,0.9051,0.8965, 1.0096 
Broken Hill Solar Plant,BROKENH,AGL Hydro Partnership,BROKENH1,NWL81B,132,,Yes,SEMI-SCHEDULED,14/4/19,"{""lat"":-31.983448,""lng"":141.396905}",NSW,Solar,Solar,Renewable,Photovoltaic Flat Panel,Solar,53.76,53.76,,,,,,,1.122,1.2456,0.9789, 0.7579 
Burrendong Hydro Power Station,BDONGHYD,AGL Hydro Partnership,BDONGHYD,TFA11,220,,Yes,NON-SCHEDULED,14/4/19,"{""lat"":-32.667885,""lng"":149.108202}",NSW,Hydro,Water,Renewable,Hydro - Gravity,Hydro,19,19,,,0.9795,0.9878,0.9875,0.9903,0.9909,0.9831,0.9824, 0.9834 
Catagunya Diesel Generation,LI_WY_CA,Hydro-Electric Corporation,CATAGUN1,TLI11,220,,Yes,NON-SCHEDULED,14/4/19,"{""lat"":-42.447941,""lng"":146.595767}",TAS,Diesel,Diesel,Combustion,Compression Reciprocating Engine,Diesel,24,24,,,,,,,,,,
Claytons Landfill Gas Power Station,CLAYTON,EDL LFG (Vic) Pty Ltd,CLAYTON,NCLG4D,330,,Yes,NON-SCHEDULED,14/4/19,"{""lat"":-37.946807,""lng"":145.121922}",VIC,Gas,Landfill Gas,Combustion,Spark Ignition,Gas,11,11,,,,,0.9965,0.997,0.9972,0.9989,0.9986, 0.9987 
Condong Power Station Unit 1,CONDONG,Cape Byron Management Pty Ltd,CONDONG1,NTNR1C,110,,Yes,NON-SCHEDULED,14/4/19,"{""lat"":-28.314399 ,""lng"":153.434470}",NSW,Biomass,Bagasse,Combustion,Steam Sub-Critical,Biomass,30,30,0.9756,0.9825,1.009,1.0394,1.0956,1.0347,0.9986,0.9406,0.9223, 0.9822 
Coonooer Bridge Wind Farm,CBWF,Coonooer Bridge Wind Farm Pty Ltd,CBWF1,SCRK,132,,Yes,NON-SCHEDULED,14/4/19,"{""lat"":-36.470893,""lng"":143.362067}",VIC,Wind,Wind,Renewable,Wind - Onshore,Wind,20,20,,,,,,,1.0664,1.0398,1.0136, 1.0035 
Copeton Hydro Power Station,COPTNHYD,AGL Hydro Partnership,COPTNHYD,NNVL1C,66,,Yes,NON-SCHEDULED,14/4/19,"{""lat"":-29.904566,""lng"":150.924300}",NSW,Hydro,Water,Renewable,Hydro - Gravity,Hydro,24,24,,,0.9944,1.0387,1.0786,1.0377,0.9823,0.9127,0.9063, 0.9301 
Eraring PS,ERARING,Origin Energy Electricity Limited,ERGT01,NEPS4,500,,Yes,NON-SCHEDULED,14/4/19,"{""lat"":-33.06206858280818,""lng"":151.52435222963874}",NSW,Diesel,Diesel,Combustion,Open Cycle Gas turbines (OCGT),Diesel,41.5,56,0.9857,0.9865,0.9859,0.9863,0.9842,0.9856,0.9829,0.982,0.9828, 0.9835 
George Town Diesel Generation,GEORGTN,,GEORGTN1,VKGS1G,66,,Yes,NON-SCHEDULED,14/4/19,"{""lat"":-41.142972,""lng"":146.902957}",TAS,Diesel,Diesel,Combustion,Compression Reciprocating Engine,Diesel,30,30,,,,,,,,,,
George Town Diesel Generation,GEORGTN,,GEORGTN2,VKGS1G,66,,Yes,NON-SCHEDULED,14/4/19,"{""lat"":-41.142972,""lng"":146.902957}",TAS,Diesel,Diesel,Combustion,Compression Reciprocating Engine,Diesel,30,30,,,,,,,,,,
German Creek Power Station,GERMCRK,EDL CSM (QLD) Pty Ltd,GERMCRK,QLIL2,66,,Yes,NON-SCHEDULED,14/4/19,"{""lat"":-22.953561,""lng"":148.540853}",QLD,Gas,Coal Seam Methane,Combustion,Compression Reciprocating Engine,Gas,32,45,1.0288,1.0139,1.0426,1.0425,1.0352,1.0373,1.0122,0.9808,0.9451, 0.9327 
Grosvenor 1 Waste Coal Mine Gas Power Station,MBAHNTH,EDL Projects (Australia) Pty Ltd,MBAHNTH,VBAT5M,66,,Yes,NON-SCHEDULED,14/4/19,"{""lat"":-21.929159,""lng"":148.032597}",QLD,Gas,Coal Seam Methane,Combustion,Spark Ignition,Gas,21,21,1.0965,1.0794,1.1206,1.1318,1.107,1.089,1.0721,1.0364,0.9819, 0.9693 
Hornsdale Wind Farm,HDWF,HWF1 Pty Ltd,HDWF1,SHDW1H,275,,Yes,SEMI-SCHEDULED,14/4/19,"{""lat"":-33.085296,""lng"":138.521972}",SA,Wind,Wind,Renewable,Wind - Onshore,Wind,102.4,102.4,,,,,,,0.9918,0.9799,0.9744, 0.9698 
ISIS Central Sugar Mill Co-generation Plant,ICSM,AGL Hydro Partnership,ICSM,VHUM,66,,Yes,NON-SCHEDULED,14/4/19,"{""lat"":-25.194473,""lng"":152.207556}",QLD,Biomass,Bagasse,Combustion,Steam Sub-Critical,Biomass,25,25,1.012,1.0051,1.0161,1.012,1.0126,1.0107,1.0033,0.987,0.9764, 0.9723 
Jounama Small Hydro Power Station,JOUNAMA,Snowy Hydro Limited,JOUNAMA1,NLP11,132,,Yes,NON-SCHEDULED,14/4/19,"{""lat"":-35.562056,""lng"":148.305413}",NSW,Hydro,Water,Renewable,Hydro - Gravity,Hydro,14,14,1.0339,1.0393,1.021,1.0137,0.9666,0.991,1.0314,1.0748,1.0438, 0.9858 
Lake Bonney Stage 2 Windfarm,LKBONNY,Lake Bonney Wind Power Pty Ltd,LKBONNY2,SMAY1,33,GENERATOR - NOT DISPATCHED,Yes,NON-SCHEDULED,14/4/19,"{""lat"":-37.760683705220416,""lng"":140.40593071370213}",SA,Wind,Wind,Renewable,Wind - Onshore,Wind,159,159,0.9388,0.9868,0.9404,0.9426,0.9665,0.9352,0.8768,0.8906,0.9144, 0.9788 
Lake Bonney Stage 3 Wind Farm,LKBONNY,Lake Bonney Wind Power Pty Ltd,LKBONNY3,SMAY1,33,GENERATOR - NOT DISPATCHED,Yes,NON-SCHEDULED,14/4/19,"{""lat"":-37.760683705220416,""lng"":140.40593071370213}",SA,Wind,Wind,Renewable,Wind - Onshore,Wind,39,39,0.9388,0.9868,0.9404,0.9426,0.9665,0.9352,0.8768,0.8906,0.9144, 0.9788 
Laverton North Power Station,LNGS,Snowy Hydro Limited,LNGS1,VAT21,220,GENERATOR - FAST,Yes,SCHEDULED,14/4/19,"{""lat"":-37.84073874662456,""lng"":144.78780511198852}",VIC,Gas,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),Gas,156,172,,,,,,,1.001,1.0081,1.0018, 0.9945 
Laverton North Power Station,LNGS,Snowy Hydro Limited,LNGS2,VAT21,220,GENERATOR - FAST,Yes,SCHEDULED,14/4/19,"{""lat"":-37.84073874662456,""lng"":144.78780511198852}",VIC,Gas,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),Gas,156,172,,,,,0.9972,0.9985,1.001,1.0081,1.0018, 0.9945 
Longford Plant,LONGFORD,,LONGFORD,VMWT6,66,,Yes,NON-SCHEDULED,14/4/19,"{""lat"":-38.225229,""lng"":147.168002}",VIC,Gas,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),Gas,44,44.8,0.9719,0.9703,0.9713,0.978,0.9777,0.9799,0.9759,0.9886,0.9879, 0.9938 
Lonsdale Power Station,LONSDALE,Snowy Hydro Limited,LONSDALE,VMWT6,66,,Yes,SCHEDULED,14/4/19,"{""lat"":-35.109689,""lng"":138.491017}",SA,Diesel,Diesel,Combustion,Compression Reciprocating Engine,Diesel,20,21,1.009,1.0115,1.0092,1.0084,1.008,1.0075,1.0051,1.0047,1.0068, 1.0049 
Lucas Heights 2 LFG Power Station,LUCASS2,EDL LFG (NSW) Pty Ltd,LUCAS2S2,QLLV2L,132,,Yes,NON-SCHEDULED,14/4/19,"{""lat"":-34.048132,""lng"":150.973917}",NSW,Gas,Landfill Gas,Combustion,Compression Reciprocating Engine,Gas,13,13,1.0052,1.0043,1.0024,1.0018,1.0011,1.0016,1.0029,1.0033,1.0036, 1.0001 
Meadowbank Diesel Generation,MEADOWBK,,MEADOWB2,VMKP1,220,,Yes,NON-SCHEDULED,14/4/19,"{""lat"":-42.610171790278926,""lng"":146.8461945090483}",TAS,Diesel,Diesel,Combustion,Compression Reciprocating Engine,Diesel,24,24,,,,,,,,,,
Moranbah Generation Project,MORANBAH,AGL Hydro Partnership,MORANBAH,QMRL1M,11,,Yes,NON-SCHEDULED,14/4/19,"{""lat"":-21.962070,""lng"":148.003791}",QLD,Gas,Coal Seam Methane,Combustion,Compression Reciprocating Engine,Gas,12.56,13,1.0915,1.0716,1.1112,1.1235,1.1,1.0824,1.0526,1.0441,0.9803, 0.9626 
Moree Solar Farm,MOREESF,Moree Solar Farm Pty Ltd,MOREESF1,NMR41M,66,,Yes,SEMI-SCHEDULED,14/4/19,"{""lat"":-29.569529,""lng"":149.866873}",QLD,Solar,Solar,Renewable,Photovoltaic Flat Panel,Solar,57,56,,,,,,,0.9433,0.8911,0.8988, 0.8602 
Mugga Lane Solar Park,MLSP,Mugga Lane Solar Park Pty Ltd,MLSP1,TAV21M,22,,Yes,NON-SCHEDULED,14/4/19,"{""lat"":-35.398338,""lng"":149.148824}",NSW,Solar,Solar,Renewable,Photovoltaic Flat Panel,Solar,12,12,,,,,,,1.0095,1.0362,1.02, 0.9651 
Pioneer 2 Sugar Mill,PIONEER,,PIONEER,NPG11P,66,,Yes,NON-SCHEDULED,14/4/19,"{""lat"":-19.557498,""lng"":147.330758}",QLD,Biomass,Bagasse,Combustion,Steam Sub-Critical,Biomass,63,63,,,,,,,,,,
Port Latta Diesel Generation,PORTLAT,,PORTLAT1,SPLN1,132,,Yes,NON-SCHEDULED,14/4/19,"{""lat"":-40.853798,""lng"": 145.377976}",TAS,Diesel,Diesel,Combustion,Compression Reciprocating Engine,Diesel,23,23,,,,,,,,,,
Port Stanvac Power Station 1,PTSTAN,Snowy Hydro Limited,PTSTAN1,SMVE3P,66,,Yes,SCHEDULED,14/4/19,"{""lat"":-35.110162,""lng"":138.491060}",SA,Diesel,Diesel,Combustion,Compression Reciprocating Engine,Diesel,58,65,,,,,,,1.0051,1.0047,1.0068, 1.0049 
Rocky Point Cogeneration Plant,RPCG,Renewable Power Australia Limited,RPCG,QLGH2,110,,Yes,NON-SCHEDULED,14/4/19,"{""lat"":-27.733460,""lng"":153.326359}",QLD,Biomass,Bagasse,Combustion,Steam Sub-Critical,Biomass,30,30,1.0111,1.0132,1.0049,1.0051,1.0055,1.0078,1.008,1.0112,1.0116, 1.0117 
